;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184
144;291,59;187,85;202,36;110,27;229,81;220,93;287,37;183,49;60,97;161,21;240,91;130,30;238,65;222,37;125,62;336,68;91,83;144,27;268,65;334,06;177,20;233,47;66,95;234,74;246,11;190,59;418,12;245,57;306,87;291,23;239,90;367,40;152,05;292,41;224,51;288,74;232,31;281,40;251,77;131,38;95,07;337,41;334,06;136,59;239,10;157,11;305,30;353,72;153,80;248,30;193,97;175,74;234,77;234,45;271,14;231,28;148,19;254,26;334,29;181,67;265,89;53,36;86,36;335,91;255,86;201,39;226,59;183,66;174,45;250,58;228,84;190,73;161,14;219,79;238,38;239,45;287,71;166,65;156,92;295,12;234,94;337,76;207,82;238,15;171,27;389,39;226,01;200,30;107,04;336,18;85,04;254,51;235,30;71,58;260,75;351,83;287,51;117,15;240,27;110,19;239,13;343,72;64,51;168,91;186,74;32,02;344,68;101,37;246,95;123,21;103,55;94,71;228,92;357,49;235,61;340,95;233,02;412,11;240,37;323,56;407,66;180,34;350,75;230,97;269,19;263,54;142,58;90,64;72,43;119,46;146,26;220,96;205,18;141,60;277,07;238,52;53,47;122,51;241,34;291,84;239,79;231,04;250,31;0;207,01;382,76;251,04;214,11;341,55;137,21;232,63;187,44;252,23;208,20;239,55;257,00;240,34;127,38;262,66;334,75;62,06;235,37;202,63;373,65;234,79;174,80;258,34;195,52;126,76;202,16;173,72;100,13;161,56;436,55;157,17;241,50;287,92;224,54;203,53;187,24;205,07;126,55;236,69;392,69
145;84,73;323,97;408,41;241,54;377,99;425,36;319,17;330,80;149,41;160,38;380,52;196,42;383,03;328,33;223,92;416,66;143,76;347,03;406,71;414,74;182,48;114,83;254,05;437,36;386,02;99,83;228,32;387,76;103,78;403,08;129,18;218,85;358,29;431,32;372,53;445,26;180,99;76,96;68,17;79,65;186,99;341,90;414,74;75,01;254,64;159,19;169,61;329,40;171,32;313,80;397,19;381,82;181,63;375,55;64,31;66,85;58,97;399,66;389,38;361,23;80,16;185,96;283,76;409,39;358,83;396,65;169,68;27,58;118,22;132,68;169,16;178,34;99,16;166,53;375,78;383,08;400,90;356,72;353,86;411,46;382,06;302,48;73,55;382,98;239,09;394,65;371,65;175,90;105,25;408,37;121,99;142,97;375,19;207,82;300,39;414,28;432,14;205,37;381,77;104,98;383,88;321,27;246,35;375,80;393,40;202,14;158,46;304,77;264,19;212,95;194,53;115,04;375,93;452,35;116,01;320,50;116,19;397,11;384,02;124,66;368,92;387,31;415,28;382,82;153,60;125,38;174,22;127,04;267,09;87,56;258,95;171,05;153,60;344,21;422,56;393,56;208,23;108,01;384,19;409,68;35,91;386,59;174,71;207,01;0;427,43;410,13;174,40;163,64;217,99;379,78;392,72;196,74;89,81;388,69;152,56;383,34;125,44;227,20;412,34;247,41;116,82;408,48;453,62;380,77;68,62;292,98;399,94;325,38;139,26;212,25;217,36;354,20;428,34;353,42;125,77;90,41;109,81;175,25;50,28;160,45;227,67;386,09;429,43
146;475,95;221,35;415,51;492,98;224,39;488,82;108,71;556,04;401,65;273,91;206,09;503,44;215,45;603,98;258,52;75,56;440,70;370,59;198,44;77,61;249,55;531,29;438,69;508,72;205,52;497,47;463,54;209,96;452,30;144,03;544,34;353,88;435,56;199,54;225,17;243,24;250,92;483,92;398,61;418,07;297,63;99,42;77,61;380,54;609,84;509,29;328,48;140,55;512,66;134,55;386,97;449,02;251,05;210,32;464,24;492,64;401,18;215,24;49,02;296,97;505,66;336,49;437,75;65,49;636,82;513,76;261,75;430,03;310,14;551,23;263,08;250,12;332,13;263,32;202,83;213,87;147,32;501,43;347,20;151,47;221,41;164,88;488,78;216,42;215,98;77,55;220,50;251,58;369,61;63,48;390,36;560,21;207,97;453,08;130,88;41,70;212,85;271,20;209,72;421,54;216,08;141,07;440,56;432,06;446,43;413,69;421,95;429,75;163,53;263,49;286,94;406,62;222,34;103,95;533,06;138,88;532,07;116,91;213,73;445,83;160,67;425,04;45,23;231,40;573,41;338,62;271,39;355,91;344,28;397,23;237,42;258,69;274,41;453,05;214,49;237,30;329,42;443,43;212,04;154,93;429,21;239,06;579,23;382,76;427,43;0;246,33;253,82;403,34;250,20;221,88;400,98;240,97;501,04;224,70;567,98;212,50;322,28;614,92;72,29;335,10;533,54;413,20;73,50;219,24;462,36;635,67;473,67;350,53;530,39;228,28;481,64;332,89;110,89;482,09;542,59;428,94;523,64;252,18;377,24;267,32;257,02;225,63;17,07
147;488,00;89,23;180,20;341,95;36,54;257,29;222,58;373,04;301,98;266,32;47,11;378,90;38,37;434,98;187,58;171,73;340,00;156,54;48,19;169,40;255,21;474,20;275,80;276,56;44,78;431,82;555,96;40,16;484,99;102,41;483,05;464,44;220,84;57,31;40,92;37,71;306,50;485,67;421,49;356,89;223,35;275,36;169,40;337,51;485,34;407,96;411,57;318,52;404,82;171,65;152,48;226,51;308,59;47,04;469,45;457,74;357,97;31,47;206,48;78,24;486,04;235,44;258,96;180,85;463,05;295,28;310,88;396,81;310,78;493,06;313,73;269,46;318,81;306,80;52,51;39,52;99,03;296,35;129,41;96,12;34,98;323,61;440,46;37,70;189,80;301,48;43,84;279,83;310,59;182,86;310,77;498,64;48,98;316,23;207,71;204,63;45,74;205,61;43,50;344,88;37,37;311,35;281,93;209,84;219,44;280,65;490,78;239,63;234,91;198,70;215,61;326,82;39,31;162,18;476,34;307,63;474,13;340,62;39,06;491,50;366,69;197,73;201,14;29,29;513,45;391,73;244,16;288,67;181,59;337,21;153,85;303,84;304,50;246,40;37,71;17,61;215,01;363,26;40,27;92,33;431,54;23,74;499,63;251,04;410,13;246,33;0;293,97;478,38;196,87;36,44;169,30;314,32;445,57;28,16;502,65;40,40;285,68;513,50;174,29;189,05;476,33;177,64;193,00;37,30;406,98;498,21;247,98;148,95;450,16;221,92;342,04;115,26;348,24;275,36;483,70;460,85;465,21;283,31;367,91;298,32;183,76;29,43;262,83
148;225,05;206,06;366,45;309,45;257,62;413,37;146,67;394,02;196,34;52,97;252,83;295,00;258,66;420,20;125,92;251,46;225,90;301,26;273,84;249,91;44,22;283,10;281,00;430,71;257,64;254,25;262,00;260,85;207,57;253,67;296,86;175,59;343,28;295,97;253,04;322,21;18,38;231,22;148,21;181,52;125,20;168,12;249,91;140,52;388,87;283,59;118,38;161,94;290,76;153,00;344,97;365,52;20,93;249,90;211,72;240,59;157,90;273,42;218,45;275,11;251,89;162,02;297,91;242,46;454,12;408,31;17,24;180,21;61,83;302,56;20,16;27,66;86,07;12,98;247,24;258,10;252,50;377,94;294,13;263,69;260,09;138,25;240,02;258,98;104,65;221,74;250,36;16,02;142,51;241,08;172,39;312,17;248,66;265,53;131,27;244,05;300,94;116,95;255,34;193,80;259,67;152,79;277,82;352,86;371,70;234,26;198,68;305,99;92,43;117,85;121,60;184,38;254,95;290,62;284,69;151,31;284,11;228,94;258,89;207,35;209,32;356,90;245,52;264,69;324,46;100,30;74,92;140,07;228,29;163,85;148,32;9,99;20,80;343,82;293,21;276,37;173,06;213,93;258,41;263,00;175,75;271,03;336,55;214,11;174,40;253,82;293,97;0;185,00;110,29;258,23;348,63;38,21;253,84;267,24;320,78;257,82;95,82;380,08;246,58;207,43;285,30;365,39;286,55;258,09;217,77;421,57;389,70;274,88;291,04;73,18;289,92;287,15;259,00;365,38;294,46;183,01;276,22;12,14;124,71;14,41;128,88;265,30;255,20
149;126,92;389,75;528,78;399,86;442,20;561,30;310,40;490,15;294,65;216,50;437,81;359,09;443,54;491,68;300,12;422,13;300,83;463,45;458,68;421,09;223,57;260,45;400,19;575,95;442,64;259,53;79,39;445,83;84,93;435,47;273,78;73,50;491,05;480,48;437,51;507,19;174,87;146,31;97,12;235,21;281,52;304,34;421,09;209,37;414,71;322,74;75,31;271,10;334,95;332,47;511,41;514,67;173,20;434,81;132,89;207,86;206,82;458,41;380,77;452,57;189,39;302,36;426,36;411,14;522,42;541,89;168,62;190,30;178,26;272,63;165,90;208,93;183,12;172,04;432,23;443,01;434,68;504,54;462,33;445,89;444,82;242,98;228,15;443,85;288,57;345,25;434,98;198,60;235,83;409,30;264,18;282,96;433,60;361,95;303,98;406,53;485,80;285,86;440,30;260,03;444,54;266,98;393,77;505,26;523,96;346,92;19,91;442,89;264,66;289,94;283,39;264,24;439,57;463,70;260,75;268,17;262,20;330,72;443,81;62,74;288,51;513,32;408,97;449,10;288,23;87,42;241,29;250,94;383,54;233,66;328,58;175,36;174,05;483,10;478,18;460,76;321,48;268,40;443,36;445,55;130,46;455,19;322,30;341,55;163,64;403,34;478,38;185,00;0;286,77;442,92;511,50;173,51;244,36;451,98;293,30;442,75;220,59;379,33;416,73;361,80;261,79;528,23;453,07;442,86;231,88;453,81;536,08;438,28;297,27;256,48;375,95;458,13;361,90;497,67;269,08;79,34;258,91;195,20;157,11;180,08;303,68;449,97;398,72
150;292,31;108,08;257,14;246,50;162,52;308,48;150,52;319,18;151,82;70,63;163,18;253,23;166,45;359,29;16,34;215,13;191,50;192,56;188,87;212,76;66,25;299,89;200,24;326,69;168,62;260,86;365,79;170,65;288,12;187,86;311,23;285,60;239,93;213,39;157,26;229,90;127,12;291,42;224,62;180,23;47,52;200,36;212,76;150,63;359,98;261,38;226,74;219,57;263,71;116,66;234,96;260,97;129,64;158,56;274,36;272,88;172,33;182,85;203,14;166,32;296,81;87,08;208,69;211,40;392,92;310,38;127,24;209,06;114,03;319,86;130,14;82,71;122,64;121,53;158,26;166,35;185,29;285,04;184,04;195,38;166,15;206,80;260,72;166,50;34,57;252,19;155,77;94,34;129,95;211,13;143,94;327,39;158,01;204,77;124,06;223,59;214,66;21,02;164,70;177,50;167,36;209,63;199,92;247,13;265,69;166,25;297,40;210,48;110,91;14,00;36,75;160,90;160,22;244,48;301,90;206,61;300,27;275,49;167,27;295,07;274,33;249,50;223,21;168,25;341,73;199,35;47,33;111,66;125,48;158,82;43,06;120,02;114,35;244,99;205,33;179,57;84,66;199,12;167,29;193,26;236,15;173,14;339,15;137,21;217,99;250,20;196,87;110,29;286,77;0;163,96;239,31;142,30;269,51;173,05;333,59;166,49;92,77;368,79;212,02;107,05;302,15;255,98;253,23;164,62;229,44;385,48;285,92;166,13;288,87;43,04;233,00;176,86;299,42;269,70;310,61;264,02;291,33;98,21;172,70;109,61;18,76;170,63;258,66
151;456,11;55,98;195,09;330,17;3,18;270,50;188,37;369,66;279,44;232,37;15,86;362,45;7,40;428,77;156,02;149,81;318,61;159,43;37,57;147,26;220,22;448,98;265,29;290,24;17,87;407,09;520,22;14,81;451,65;81,84;458,46;428,10;225,64;59,93;8,12;65,94;270,47;454,57;388,18;330,28;194,15;242,41;147,26;308,40;470,41;388,00;375,55;284,49;385,88;136,39;166,56;234,87;272,53;12,16;437,91;429,77;329,31;21,68;178,90;79,81;456,85;210,73;252,27;157,13;458,30;302,70;275,06;367,79;277,30;468,20;277,89;234,13;286,51;271,11;19,35;8,87;77,97;298,71;133,17;79,03;2,37;288,51;413,75;6,52;154,52;271,70;8,19;244,32;282,63;158,88;285,47;474,26;14,49;300,85;172,32;180,51;55,33;174,45;12,45;320,02;7,34;277,03;270,54;217,81;229,90;263,52;455,62;235,86;198,63;167,08;185,66;301,97;3,91;148,72;451,10;273,31;449,02;309,93;9,44;457,45;333,80;208,08;177,34;9,79;489,04;356,54;210,97;261,09;167,31;310,03;121,37;268,06;269,29;248,50;44,95;19,65;191,63;339,28;11,05;75,01;399,81;17,95;477,68;232,63;379,78;221,88;36,44;258,23;442,92;163,96;0;181,77;278,01;419,77;9,14;478,80;10,25;254,61;494,96;151,44;170,89;451,14;192,69;176,39;2,88;380,59;485,86;258,11;146,06;427,67;186,67;327,82;118,34;319,51;277,99;458,81;427,36;440,04;247,74;336,22;262,98;152,23;7,09;237,80
152;477,43;185,05;17,83;228,02;178,89;88,76;344,92;225,93;248,20;301,47;197,48;281,72;188,89;293,35;223,19;331,11;273,13;48,10;213,86;328,51;304,46;415,36;167,23;108,47;199,41;373,38;590,50;195,58;489,10;263,60;419,72;521,87;64,27;226,61;177,09;195,75;366,03;468,21;430,08;318,77;230,72;402,18;328,51;319,44;373,05;325,10;460,99;436,49;317,09;291,24;17,97;60,20;368,58;192,31;457,03;418,22;333,78;194,65;355,17;104,01;453,21;211,31;137,62;337,56;316,04;128,13;365,10;370,52;333,73;430,68;367,94;321,01;329,11;358,96;199,73;190,46;259,74;138,43;58,03;260,16;182,78;431,91;393,85;187,93;257,16;441,31;181,60;332,62;288,80;339,12;271,67;432,94;194,56;222,35;321,80;360,37;214,68;232,07;194,21;297,39;188,50;427,44;176,04;45,80;50,65;202,52;518,09;110,93;331,83;230,79;230,49;282,14;180,50;329,19;417,46;423,86;414,66;475,98;190,84;503,40;490,37;29,81;357,47;173,10;447,05;426,55;276,39;268,53;128,49;305,74;209,32;358,04;349,14;94,22;207,01;170,69;190,71;307,84;192,54;256,15;423,86;166,58;420,16;187,44;392,72;400,98;169,30;348,63;511,50;239,31;181,77;0;381,61;392,58;181,42;433,59;191,87;291,29;415,86;332,37;150,01;417,07;16,83;357,99;184,60;361,44;374,90;79,06;74,00;377,15;281,11;238,93;70,21;490,67;118,30;422,09;468,32;406,72;336,49;366,34;345,74;220,55;179,72;416,15
153;235,40;228,95;399,44;347,32;277,78;448,85;139,47;432,19;233,84;91,03;270,78;331,33;277,53;457,68;158,47;250,00;262,20;334,77;289,28;248,80;78,79;309,24;319,15;466,50;275,20;283,48;246,21;278,81;211,62;262,52;323,31;150,15;379,14;309,88;273,62;339,80;20,67;244,51;158,28;214,46;162,27;147,84;248,80;173,37;422,81;317,56;100,22;132,86;325,34;159,24;376,97;401,06;18,58;268,63;224,76;263,59;188,95;291,22;211,47;303,10;270,39;199,95;335,71;239,60;491,55;445,39;30,02;206,66;94,59;328,15;29,30;62,98;118,55;35,88;265,09;276,79;261,91;415,58;326,00;273,08;279,68;106,73;266,26;277,96;129,72;198,85;270,48;52,31;178,51;237,91;209,07;338,11;267,14;303,44;130,66;237,44;316,28;151,72;273,64;228,62;278,55;124,56;316,01;387,97;406,73;272,45;189,76;343,22;91,17;151,54;157,90;220,30;275,02;291,04;310,68;123,76;310,38;200,60;277,51;206,85;176,17;391,26;239,48;285,30;349,64;98,23;111,85;177,50;263,95;198,04;176,50;33,01;52,35;380,65;309,40;296,91;210,27;248,04;276,83;272,93;191,66;292,19;365,12;252,23;196,74;240,97;314,32;38,21;173,51;142,30;278,01;381,61;0;280,96;286,77;347,17;276,34;133,14;411,04;244,73;243,47;311,37;398,26;282,61;277,51;246,90;456,37;425,51;308,33;321,36;101,23;327,54;318,12;231,67;402,71;320,51;188,03;302,93;48,86;149,39;49,41;161,06;285,10;239,91
154;131,61;366,19;405,98;197,99;417,49;406,28;392,41;279,15;148,24;227,31;423,63;141,03;424,28;261,48;270,52;480,96;119,55;351,85;451,20;478,79;251,53;30,55;232,99;414,74;429,18;21,85;297,89;430,05;168,67;457,10;43,32;305,71;346,17;476,08;411,93;482,62;263,41;112,44;155,00;89,99;228,15;421,65;478,79;121,41;170,70;92,38;259,08;413,65;105,65;378,29;400,86;368,25;264,45;417,90;116,49;40,25;100,13;440,96;459,52;384,86;74,94;210,16;264,98;475,30;288,60;367,29;252,26;74,32;192,93;50,64;252,23;251,62;169,64;248,09;419,61;424,64;454,39;325,57;365,05;464,18;422,13;387,64;16,55;424,04;297,37;475,55;412,02;251,92;139,76;474,60;134,81;59,18;418,01;177,99;370,90;483,25;474,55;252,23;424,16;101,19;425,00;405,05;224,12;366,20;381,68;190,10;235,10;290,09;338,02;260,68;238,05;119,09;415,86;513,15;32,49;403,94;31,15;481,32;425,60;193,33;455,74;380,58;483,74;420,87;72,80;215,19;233,65;159,83;278,98;111,06;304,96;252,35;233,38;325,79;464,39;430,48;231,12;85,71;426,10;461,82;115,37;423,10;85,19;208,20;89,81;501,04;445,57;253,84;244,36;269,51;419,77;392,58;280,96;0;428,09;67,12;425,16;181,17;137,75;477,19;263,50;32,82;406,63;518,83;421,28;40,07;210,07;381,77;334,93;53,16;275,98;175,47;369,01;512,03;327,51;41,67;165,49;22,60;252,14;131,76;239,45;273,88;425,30;504,87
155;465,17;65,03;194,16;335,85;10,71;270,18;195,06;373,53;287,17;241,51;19,85;369,10;10,46;433,32;164,99;151,62;326,16;161,39;33,83;149,13;229,33;457,22;270,63;289,82;19,21;415,25;529,23;14,74;460,78;82,74;466,60;436,83;227,37;53,99;16,24;56,85;279,39;463,56;397,31;338,70;202,87;248,51;149,13;317,15;476,82;395,33;384,47;291,12;393,02;143,67;165,74;235,72;281,44;18,90;446,94;438,40;338,01;15,44;182,75;81,30;465,64;218,77;256,75;159,56;462,54;303,91;284,05;376,55;286,43;476,39;286,88;243,21;295,59;280,13;24,82;11,81;78,99;301,16;134,76;78,75;7,16;295,72;422,20;9,68;163,62;276,49;17,31;253,38;291,22;161,41;293,67;482,37;20,90;307,25;179,70;183,14;47,96;183,39;16,06;328,17;9,53;283,81;276,07;218,73;230,21;270,23;464,72;239,64;206,77;176,07;194,47;310,10;12,84;147,95;459,34;280,09;457,24;315,10;11,59;466,59;339,90;208,37;179,86;9,40;497,16;365,63;220,09;269,62;173,25;318,52;130,42;277,07;278,38;250,93;37,52;13,02;199,42;347,29;13,12;74,74;408,84;14,86;485,39;239,55;388,69;224,70;28,16;267,24;451,98;173,05;9,14;181,42;286,77;428,09;0;486,83;12,95;263,57;502,07;153,56;177,65;459,38;191,70;176,64;9,26;388,99;491,75;258,57;149,34;435,46;195,77;334,00;119,98;323,93;280,35;467,00;436,50;448,27;256,79;345,25;272,06;161,20;2,86;240,84
156;169,48;426,55;445,36;219,03;476,37;435,13;459,40;286,56;200,92;294,13;483,70;158,91;483,71;253,16;333,42;546,56;165,17;396,57;511,53;544,35;318,43;37,96;267,78;440,91;489,23;72,78;335,78;489,79;211,05;520,33;23,92;359,83;381,31;536,32;470,83;540,10;329,98;149,09;212,43;153,41;290,47;488,70;544,35;187,79;140,97;109,97;318,28;480,00;120,30;444,21;443,80;401,80;330,95;477,77;160,44;88,69;166,84;500,25;526,13;437,88;105,05;268,07;299,31;541,23;274,45;389,90;318,78;140,75;260,02;20,83;318,65;318,73;236,77;314,77;479,97;484,17;517,49;348,33;412,69;527,00;481,17;453,69;80,94;483,40;362,58;542,52;471,26;319,03;203,72;540,59;193,83;10,35;478,04;211,74;437,68;549,67;533,97;315,48;483,98;159,08;484,38;471,51;258,78;402,29;416,02;233,56;281,02;325,77;405,08;324,00;300,75;177,04;474,91;577,91;36,61;470,48;36,79;547,72;485,13;235,91;521,10;418,04;550,08;479,19;14,72;276,42;299,58;222,44;329,36;174,85;367,20;319,07;300,25;357,60;523,69;488,28;287,73;139,54;485,74;524,49;171,43;480,82;32,70;257,00;152,56;567,98;502,65;320,78;293,30;333,59;478,80;433,59;347,17;67,12;486,83;0;484,79;247,22;90,21;542,92;316,27;35,86;446,34;584,54;480,48;105,82;179,42;411,90;382,50;56,45;342,22;200,44;418,31;578,57;354,08;26,81;214,32;44,59;319,23;197,79;306,40;336,62;484,00;571,93
157;458,79;59,54;205,07;338,96;13,34;280,61;182,32;379,42;286,02;233,91;6,90;370,37;2,98;438,22;159,42;140,00;325,45;169,65;28,54;137,47;220,81;454,54;274,34;300,34;7,63;412,86;519,65;5,25;453,40;71,73;464,22;426,24;235,87;52,17;17,06;64,55;269,51;457,69;390,00;335,48;198,60;235,60;137,47;312,62;478,56;395,13;374,55;278,34;393,24;131,25;176,56;245,11;271,51;8,02;440,80;434,34;333,69;16,36;170,10;90,05;460,89;216,82;261,79;147,56;467,89;312,95;274,49;371,98;279,12;473,87;277,29;234,30;289,12;270,75;12,11;1,41;67,89;308,86;143,41;68,79;9,10;283,20;418,82;3,96;154,95;263,61;14,43;244,24;287,37;149,35;291,19;480,09;9,20;309,06;167,32;171,03;49,41;178,00;3,13;325,84;3,59;271,08;279,45;228,05;240,10;271,44;455,80;245,67;195,13;170,41;189,78;307,81;12,64;138,48;456,66;267,36;454,62;302,16;1,37;458,66;326,99;218,28;167,82;19,01;494,84;356,74;213,14;266,03;176,00;315,04;124,44;267,57;269,55;258,65;39,40;25,95;198,19;345,36;0,99;64,76;402,62;26,57;484,22;240,34;383,34;212,50;40,40;257,82;442,75;166,49;10,25;191,87;276,34;425,16;12,95;484,79;0;257,97;502,35;141,74;178,84;456,72;202,65;166,22;7,37;385,81;494,46;268,33;156,06;434,09;187,05;336,20;128,58;311,13;288,15;464,48;429,02;445,63;247,58;339,11;263,09;155,68;13,24;228,54
158;202,60;198,70;308,43;214,55;252,90;342,29;214,50;300,90;100,71;50,49;255,09;199,61;257,71;324,55;98,61;299,83;130,68;243,36;281,28;297,68;74,68;211,72;192,42;357,80;260,59;175,60;299,32;262,36;203,88;279,60;224,01;240,37;271,67;305,92;247,47;320,28;112,46;200,04;141,63;95,80;65,17;251,01;297,68;59,86;296,73;192,16;178,19;253,70;198,04;197,12;292,03;295,12;114,64;250,16;183,81;180,87;81,51;274,31;279,22;242,34;204,04;82,21;213,70;294,14;358,43;328,15;104,49;116,70;47,08;231,81;106,26;80,55;37,88;97,90;250,34;257,74;277,21;294,03;244,15;287,53;256,88;232,16;170,78;257,68;116,92;305,64;246,46;86,00;49,03;293,45;76,91;240,11;249,78;170,82;191,44;302,50;306,70;80,20;256,38;101,93;258,58;244,06;188,00;285,07;303,87;142,30;226,80;226,54;161,87;87,58;70,79;90,11;250,78;332,73;213,63;242,07;212,30;318,81;258,67;214,86;303,61;292,77;302,87;257,95;253,96;137,99;52,49;44,37;163,03;75,15;133,54;100,20;81,86;266,30;297,16;268,87;100,89;123,35;258,82;285,55;146,07;262,03;256,98;127,38;125,44;322,28;285,68;95,82;220,59;92,77;254,61;291,29;133,14;181,17;263,57;247,22;257,97;0;294,13;296,04;141,35;213,99;307,95;337,67;255,53;141,48;327,90;317,36;218,67;208,18;95,02;194,43;241,56;347,36;284,09;222,80;181,07;203,56;88,08;82,61;83,75;102,39;261,01;327,45
159;258,21;447,50;424,65;188,10;492,20;399,29;508,18;231,14;219,67;344,27;502,50;136,56;500,79;182,87;364,72;583,71;179,16;386,41;530,41;581,28;368,69;118,95;250,20;401,25;507,82;129,01;425,35;507,55;299,07;547,95;106,07;442,95;356,63;554,51;486,84;551,15;392,11;237,80;292,64;199,47;322,01;544,39;581,28;239,88;60,66;108,28;396,74;541,98;109,10;484,61;428,89;373,86;393,49;496,15;247,42;171,52;222,34;516,63;569,96;441,59;193,98;290,17;278,30;580,18;197,47;347,44;381,37;208,33;318,29;109,23;381,78;372,51;294,02;376,40;499,59;501,52;544,70;308,03;406,99;553,14;497,29;517,37;154,27;500,32;401,25;598,97;488,13;375,21;245,71;579,90;225,19;99,92;496,84;199,63;484,23;591,71;550,02;348,63;502,10;193,39;501,31;532,87;241,91;378,12;388,70;232,94;368,28;304,92;456,00;357,02;332,87;208,57;491,20;610,64;118,76;531,38;117,18;608,98;502,45;324,04;587,16;395,30;591,55;493,57;100,58;352,42;343,66;259,15;332,54;219,15;395,32;380,30;360,63;329,20;539,59;501,18;305,71;171,51;503,34;550,16;252,55;493,70;58,14;262,66;227,20;614,92;513,50;380,08;379,33;368,79;494,96;415,86;411,04;137,75;502,07;90,21;502,35;294,13;0;580,73;324,72;117,71;426,10;621,76;497,04;165,02;94,11;378,67;377,90;89,92;386,68;177,94;415,46;638,76;318,55;111,01;299,99;120,61;376,18;264,92;365,82;367,32;499,21;620,96
160;471,36;158,95;346,26;443,64;154,11;420,80;106,45;499,95;362,42;252,50;135,58;460,98;144,71;551,93;216,47;5,67;402,66;304,88;126,27;6,08;229,86;507,75;385,26;440,64;134,52;470,66;484,38;138,83;453,45;71,89;519,91;377,84;370,73;127,60;155,42;171,30;248,98;476,41;394,78;389,91;258,77;132,91;6,08;355,87;569,38;473,05;341,67;180,30;474,77;99,06;317,70;382,70;249,85;140,30;457,20;474,47;377,41;143,41;43,71;228,69;492,33;293,57;380,69;7,95;583,92;448,88;258,48;410,32;294,44;527,84;260,48;235,17;313,57;258,18;132,82;143,12;75,29;439,50;280,36;79,18;150,77;197,49;466,63;145,69;180,68;137,62;150,85;239,90;339,83;10,45;355,95;536,04;138,00;406,25;115,50;30,86;140,79;232,11;139,09;389,23;145,27;176,98;388,17;365,64;379,14;366,56;433,86;370,03;155,14;223,74;247,90;372,86;152,25;48,00;509,66;173,78;508,31;178,66;142,91;450,92;215,39;357,51;27,11;160,74;549,98;341,95;243,55;323,10;287,64;368,51;189,01;253,71;265,58;390,17;142,21;165,93;282,76;410,96;141,20;82,64;420,14;168,16;550,40;334,75;412,34;72,29;174,29;246,58;416,73;212,02;151,44;332,37;244,73;477,19;153,56;542,92;141,74;296,04;580,73;0;281,53;510,02;343,89;41,64;148,71;437,40;592,15;406,87;286,60;500,36;201,66;434,86;265,76;179,42;419,56;518,80;429,10;499,54;241,58;362,42;258,17;214,15;154,68;89,09
161;331,52;128,59;167,08;163,44;168,02;206,10;248,11;221,10;115,81;156,63;179,71;191,56;177,05;270,42;91,51;282,90;151,81;102,26;207,26;280,22;164,69;290,46;103,91;223,28;184,81;247,53;440,65;184,08;340,41;232,83;298,00;375,84;135,85;230,77;162,78;226,76;225,63;324,11;280,48;179,58;83,44;302,14;280,22;172,70;299,79;218,92;314,14;325,43;215,85;202,81;151,64;158,26;228,21;173,20;311,34;282,09;189,28;192,46;286,11;121,72;314,57;62,11;104,54;283,51;302,60;203,55;222,75;227,68;184,73;308,43;225,43;180,65;179,13;216,21;177,46;177,91;229,17;178,30;106,46;235,93;173,18;313,73;261,01;176,52;136,31;351,14;164,45;191,83;142,18;284,05;131,25;313,10;174,16;130,46;221,59;301,27;225,58;92,48;178,90;162,62;177,50;315,58;106,64;146,28;165,20;92,63;368,11;103,57;216,19;94,62;85,84;145,17;167,22;300,42;292,62;312,42;290,18;378,17;178,81;353,90;380,40;152,29;299,77;168,99;327,88;277,66;132,66;120,77;21,78;163,12;98,99;216,07;204,44;138,22;215,15;176,45;40,76;178,50;179,83;232,49;276,59;168,98;311,29;62,06;247,41;335,10;189,05;207,43;361,80;107,05;170,89;150,01;243,47;263,50;177,65;316,27;178,84;141,35;324,72;281,53;0;292,47;166,63;318,86;173,11;227,30;316,89;182,28;78,55;262,41;149,57;158,10;107,38;399,85;162,65;299,18;319,06;281,45;195,56;217,25;202,11;90,60;174,79;346,53
